	op_id	op_gender	post_id	q	is_qy	q_score	oov
68506	66833072	W	68506	Is a Casey Anthony TV deal close?	True	0.0006122569438747893	False
65519	66833072	W	65519	Are you ready?	True	0.0006143867066248365	False
13803	73963222	W	13803	How adorable is Dooley!?	False	0.0006145579239570376	False
145502	50380881	W	145502	Wanna win a once in a lifetime trip to meet Billie Jean King and attend the US Open in her personal suite?	False	0.0006169268834270714	False
106671	86899837	W	106671	RT @PPDCOP11: @kateesackhoff Question?	False	0.0006182687977991375	False
48607	12913141	W	48607	Are we getting anywhere?	True	0.0006193651808082956	False
65253	66833072	W	65253	Anyone want to talk to Jane on air?	False	0.0006197361194688611	False
49957	28370286	W	49957	Who's coming?	False	0.0006210181168168072	False
109664	86899837	W	109664	@originaltrucco & @kateesackhoff which stage of grief are you in?	False	0.0006231612742390036	False
107261	86899837	W	107261	@kateesackhoff: Foreshadowing or screwing around on set?	False	0.0006233286617159939	False
13568	73963222	W	13568	What do you guys think?	False	0.0006234496824241154	False
127302	5711509	W	127302	What do you think about this case????	False	0.0006243310893099263	False
62682	66833072	W	62682	#LunchBreakLIVE with Jane Velez-Mitchell & That Snarky Vegan Girl - FruitITUP in drinks, fruit cups... What say you?	False	0.0006251503665971603	False
13777	73963222	W	13777	Currently I am loving the Serge Normant Meta Morphosis Hair Repair Treatment, have you tried this?	False	0.0006266822340639244	False
64325	66833072	W	64325	Do you think Apollo has a right to be upset with Phaedra in this situation?	True	0.0006278278889213507	False
68430	66833072	W	68430	TONIGHT: Casey Anthony checks in for probation… but where will she go?	False	0.0006281769717074726	False
63223	66833072	W	63223	WANT PROOF?	False	0.0006308451632938139	False
68187	66833072	W	68187	Want to talk to Jane live on air?	False	0.0006312246118556075	False
63881	66833072	W	63881	Remember the married Louisiana congressman who was caught on cam kissing a staffer?	False	0.0006317171436868163	False
47942	12913141	W	47942	What's your number?	False	0.000639907823218655	False
47941	12913141	W	47941	What's your number?	False	0.000639907823218655	False
118800	8009768	W	118800	Will you be attending?	False	0.0006428611278921359	False
83561	30328617	W	83561	Just nailed a brutal chest workout... Who wants to see it?!?	False	0.0006434778703403587	False
139806	95717050	W	139806	Should be fun times :{D. How's everyone doing this fine Tuesday?	True	0.0006445927843130583	False
67250	66833072	W	67250	What is your take on the case?	False	0.0006446728731385187	False
130422	82700793	W	130422	Some are critical..but should cops just look the other way and let the bad guys get away with it?	False	0.0006458077054580791	False
64846	66833072	W	64846	"Two weeks on ""Con Air""?"	False	0.0006460618641486171	False
52554	78811283	W	52554	"Repost @moriahpeters: ""What does @thegivingkeys founder & @israelcollective fellow traveler @caitlincrosby have to say about Fear?"	False	0.0006490519795010474	False
130155	82700793	W	130155	What?	False	0.0006499395053412016	False
83614	30328617	W	83614	Just annihilated chest & triceps 💪🏻💪🏻💪🏻 Who wants to see the workout?!?	False	0.0006508731057378592	False
85349	30328617	W	85349	Now who wants to see the video?!?	False	0.0006516017955303655	False
68582	66833072	W	68582	Is it another sign that this family is united — at any cost?	True	0.0006531259898747699	False
37578	92735495	W	37578	But you do know it's you standing In your own way, right???	False	0.0006540367911515022	False
49049	28370286	W	49049	What did you guys think of the midseason finale?	False	0.0006548808067298184	False
65204	66833072	W	65204	"Funny, scary, shocking or just crazy- what videos made you say that's ""out of control""?"	False	0.000655247273986248	False
84460	30328617	W	84460	Have you guys been keeping active over Christmas or resting up?	False	0.000656341364059454	False
63383	66833072	W	63383	Where is Mayor De Blasio who had promised to retire carriage horses when he ran for office?	False	0.0006574112128183707	False
116555	22847849	W	116555	What would you watch?	False	0.0006577217062264662	False
30762	90770262	W	30762	Think it will happen tonight or tomorrow?	False	0.0006605452249496269	False
64076	66833072	W	64076	Do you think she has a strong case or do you feel she knew what she was getting into when she signed up to participate on the show?	True	0.0006605462547972785	False
63323	66833072	W	63323	TELL HENDRY COUNTY COMMISSIONERS TO STOP MONKEY BUSINESS AT THESE EMAILS: bocc1@hendryfla.net, bocc2@hendryfla.net, bocc3@hendryfla.net, bocc4@hendryfla.net, bocc5@hendryfla.net What will the county do now?	False	0.0006608153542710937	False
107901	86899837	W	107901	#longmire @AETV RT @pankjer: @kateesackhoff When is it coming back?	False	0.0006609163521974493	False
85338	30328617	W	85338	?	False	0.0006629061795091484	False
85474	30328617	W	85474	What does that mean?!?	False	0.0006635072347153104	False
14424	73963222	W	14424	:) xoP RT @czairhylle: @PaulaAbdul what is ur account on facebook?	False	0.0006649679661837604	False
84793	30328617	W	84793	"Over the next 8-12 weeks I will be running through a ""Mechanical Drop Set"" (MCD) routine, popularised by top S&C coach Christian Thibaudeau…  Who wants to see what we have planned, the training split, and a basic overview of the program?!?"	False	0.0006667477156454549	False
78129	62514781	W	78129	Sabias que TU escoges a la #MejorConductora #PremiosTVyNovelas?	False	0.0006675114703402762	False
145259	50380881	W	145259	Who are you rooting for?	False	0.0006676513638715909	False
130462	82700793	W	130462	What is wrong with this picture?	False	0.0006679198630220595	False
144884	50380881	W	144884	What was your favorite victory by Billie Jean King?	False	0.0006711374404831938	False
84798	30328617	W	84798	Yup- it's coming… who wants to see what we have planned for LEG DAY at City Athletic Performance Gym?	False	0.0006727848158057936	False
83560	30328617	W	83560	Just hit a brilliant Shoulders & Hamstrings workout?	False	0.0006740018806782322	False
69708	66833072	W	69708	?	False	0.0006741166710100277	False
83257	30328617	W	83257	💪🏻 What are you training today?!?	False	0.000675232704042461	False
49871	28370286	W	49871	I would say that the week is going pretty well, don't you think?	False	0.0006752767106092961	False
110726	86899837	W	110726	@SethGreen what do you think of my Nikki?	False	0.0006780124879703919	False
48571	12913141	W	48571	ALSO...did u hear?	False	0.0006781287483239584	False
83081	30328617	W	83081	What do you do after 31 marathons in 31 days?!?	False	0.0006782014501222067	False
49889	28370286	W	49889	Hey Chicago, would you like to get a visit from Caity?	False	0.0006796240284409061	False
40038	92735495	W	40038	I mean, why would they support and love the child you created together... but deny you?	False	0.0006824033185914846	False
130025	82700793	W	130025	You know how I know I have the best FBF'S??	False	0.0006824236485910573	False
68522	66833072	W	68522	She combed through social networking sites during the trial and consulted Casey Anthony's defense on what was being said… did tweets tweak the defense strategy?	False	0.000683464166077119	False
84874	30328617	W	84874	Who wants to see the actual meal plans and diet sheets?!?	False	0.0006842929555070931	False
107005	86899837	W	107005	RT @DashboardDiary: @kateesackhoff Should I see Riddick in IMAX if I have the opp?	False	0.0006854405955322163	False
139499	95717050	W	139499	What do you guys think?	False	0.0006868992425608234	False
63038	66833072	W	63038	WHEN?	False	0.0006876593205579207	False
67271	66833072	W	67271	"What do you think of the ""Xanax defense""?"	False	0.0006887275183039554	False
107184	86899837	W	107184	Anyone?	False	0.0006898017187629835	False
107766	86899837	W	107766	How does Meatball like the new sibling?	False	0.0006908502736338029	False
14172	73963222	W	14172	2012 WAS FANTASTIC & I CAN'T WAIT FOR 2013?	False	0.0006915466213647248	False
68770	66833072	W	68770	?	False	0.0006938740878552618	False
64241	66833072	W	64241	Plans to dine out this weekend?	False	0.0006947697105621486	False
14635	73963222	W	14635	big love to #Minnesota xoP RT @hardcorealex: @PaulaAbdul do you notice me?	False	0.0006950071633293753	False
110314	86899837	W	110314	"""@JoshLBarnett: you should ask her :-) RT @tochristianshow: @JoshLBarnett is @kateesackhoff gonna be at the fight?"	False	0.0007068952885824764	False
83329	30328617	W	83329	Who is training this weekend?!?	False	0.0007081635002792463	False
69613	66833072	W	69613	Sure, it's outrageous, it's funny, to some it's shocking... but when the wigs come off, what is the message that RuPaul wants his audience to come away with?	False	0.0007085400916508888	False
145269	50380881	W	145269	Want to win free tickets to the Billie Jean King Cup on March 1st?	False	0.0007116135123255152	False
144976	50380881	W	144976	Do you think this was a good rule or should it be overturned?	True	0.0007124562962156356	False
68937	66833072	W	68937	Cops say they won't let this monster cripple the city… But after the first two rapes, why wasn't more protection poured into this neighborhood?	False	0.0007147055804916924	False
49792	28370286	W	49792	Guess who showed up for the Mad Men finale last night?	False	0.0007150755691812671	False
69257	66833072	W	69257	Could records from this secret cell phone lead cops to Kyron?	False	0.0007171337815969903	False
83292	30328617	W	83292	Make sure you smash your workout today: what you gonna train?!?	False	0.0007181395559791026	False
67701	66833072	W	67701	Love animals?	False	0.0007185882712368308	False
107094	86899837	W	107094	RT @andreweplotkin: @kateesackhoff did you get to work with and/or meet @KarlUrban?	False	0.0007230514595011339	False
107115	86899837	W	107115	#RiddickDahl RT @Neil_ODonnell: @kateesackhoff what about your role in Riddick will surprise your fans most?	False	0.0007239773885073797	False
144751	50380881	W	144751	Want to meet Billie Jean King?	False	0.0007280536793322634	False
68926	66833072	W	68926	Outraged?	False	0.0007285434494975762	False
68723	66833072	W	68723	Do you think it could work?	True	0.000729228951696248	False
68411	66833072	W	68411	Is 'Real Housewives of Beverly Hills' star Taylor Armstrong asking the FBI to investigate her husband's suicide?	True	0.0007311661590476692	False
69162	66833072	W	69162	Are cops any closer to finding her killer?	True	0.000731167474062433	False
109272	86899837	W	109272	"""@rodmunera: @kateesackhoff Will #longmire be on Hulu or Netflix for us non-cable subscribers?"	False	0.0007317837593878718	False
76671	62514781	W	76671	Cual es tu plan para este 1 de enero?	False	0.0007326963809398679	False
144977	50380881	W	144977	Will you take an active interest in espnW?	False	0.0007329916814560189	False
80946	84477004	W	80946	How will you be celebrating?	False	0.0007400562629329421	False
14331	73963222	W	14331	are any of you out trying to spot the 'X'?	True	0.0007408170889738885	False
67091	66833072	W	67091	Want your voice to be heard?	False	0.0007414971307595497	False
77377	62514781	W	77377	Que quieren de desayuno?	False	0.0007419634951510989	False
84443	30328617	W	84443	How have you started your training week?	False	0.0007431159482165217	False
77630	62514781	W	77630	Cuantos vienen o conocen de alguien que estará mañana en la inauguración de #FifaWorldCup #MundialBrasil2014?	False	0.0007441180826717186	False
46782	12913141	W	46782	Are you Chicago's Cutest Couple?	True	0.0007457825212903169	False
124424	34662643	W	124424	Best moment?	False	0.0007460051603285223	False
63970	66833072	W	63970	Change of heart?	False	0.0007466186750897386	False
127352	5711509	W	127352	Reconocen a esta señora?	False	0.0007466598827289284	False
107068	86899837	W	107068	RT @lyss8489: @kateesackhoff do you love your gay fan base as much as we love you?!?	False	0.0007468482077958027	False
75288	62514781	W	75288	☀️ Feliz LUNES ☀️ Quienes comienzan sus dias con nosotros en @despiertamerica?	False	0.0007496055519380374	False
85367	30328617	W	85367	As this page is perilously close to 11,000 followers, I'd like to run a little competition...    What can you win?	False	0.0007509246885490928	False
128877	5711509	W	128877	quien ganara?????	False	0.0007523509100686443	False
107091	86899837	W	107091	RT @huntress99: @kateesackhoff How did you enjoy your recent trip to Wisconsin?	False	0.0007554035513068769	False
48998	28370286	W	48998	And guess what?	False	0.0007554958746346374	False
69250	66833072	W	69250	Do you have a comment or question about the latest developments in the Casey Anthony or Haleigh Cummings cases?	True	0.0007558426190316103	False
13871	73963222	W	13871	Who's your favorite dancer?	False	0.0007564355969648107	False
107570	86899837	W	107570	RT @kimbower: Did you see  @kateesackhoff at the upfronts?	False	0.0007574481011372036	False
107082	86899837	W	107082	Haha RT @InkyTwig: @kateesackhoff When will they get you on Portlandia???	False	0.0007578376698702538	False
51203	86681299	W	51203	QUICK Q&A in the stageit.com chat room?	False	0.0007602377391136006	False
69392	66833072	W	69392	?	False	0.0007642181997177255	False
13745	73963222	W	13745	Do you have an angel in your life?	True	0.0007642218753731722	False
106736	86899837	W	106736	See you & @trutriciahelfer there next year?	False	0.0007654039037773286	False
83608	30328617	W	83608	🔥 PWO SELFIE 🔥  Great to have Nick Cheadle Fitness down to City Athletic for a #ChestDay workout today... Who wants to see what we did?!?	False	0.000768363982998399	False
142929	95717050	W	142929	What's your fave song from it?	False	0.0007692365392544254	False
107043	86899837	W	107043	Yes RT @jsprawk: @kateesackhoff could I see #RIDDICK w/ zero knowledge of the existing storyline and still enjoy it?	False	0.0007701751040213312	False
75294	62514781	W	75294	¿Quieres saber cómo me preparo para la gran final de Nuestra Belleza Latina?	False	0.0007725100952241659	False
49946	28370286	W	49946	And guys, admit it, you did a happy dance, after that post didn't you?	False	0.0007727263933674511	False
142945	95717050	W	142945	RT hahah funny man (via @californianerd)@VictoriaJustice huh you heard those cracking sounds too?	False	0.000774162279015056	False
14117	73963222	W	14117	So You Think You Can Dance Australia airs 7:30pm TONIGHT & guess what??	False	0.0007741818124795685	False
68312	66833072	W	68312	Where is baby Lisa?	False	0.0007750985473318206	False
77247	62514781	W	77247	"😍 ""@luzmadoria: Ustedes creen que @MaityInteriano consiguió el amor en Brasil?"	False	0.0007779760742587793	False
144648	50380881	W	144648	Billie and Elton's teams are tied 9-9 in previous wins...who do you think will capture the W this year?	False	0.0007781947358868058	False
68386	66833072	W	68386	Would you dress your 3-year-old daughter like a prostitute!?	False	0.0007788702323675567	False
84125	30328617	W	84125	What are you doing today to make sure you wake up stronger tomorrow?!?	False	0.0007800821391250601	False
107499	86899837	W	107499	@kateesackhoff Just found via FB- pass along, please?	False	0.0007803267155417348	False
106866	86899837	W	106866	RT @ffan75: @kateesackhoff where can I find a copy of Oculus?	False	0.0007832235685582001	False
83856	30328617	W	83856	;)  What did you train today?	False	0.0007858916052491116	False
49609	28370286	W	49609	Anyone dressing up as #Canary?	False	0.000786150781237005	False
68929	66833072	W	68929	Is this for real!?	True	0.0007863109189136797	False
107881	86899837	W	107881	RT @dalybear: @kateesackhoff how pumped are you for #Riddick?	False	0.0007873437104312098	False
68280	66833072	W	68280	Two tragic missing children cases but why is only one making national news?	False	0.0007902798414759493	False
75268	62514781	W	75268	¿Quien se habra sentado en esta silla para hablar de todo?	False	0.0007903713475502228	False
77815	62514781	W	77815	Como viaja la Selección Nacional de Fútbol de #Honduras?	False	0.0007910552879978328	False
84180	30328617	W	84180	;)  What is your favourite cheat meal?!?	False	0.0007949786643944856	False
83352	30328617	W	83352	Here are some of the exercises from today's Bicep & Shoulder workout... What do you think of these moves?!?	False	0.0007950826335392236	False
47362	12913141	W	47362	WGN @ 5:  Preliminary Report on train crash:  It was going too fast for emergency brakes to work...Rift between Rahm and Quinn on pension reform...  Amy Rutledge trapped with zombies...say what???	False	0.0007962723191090593	False
107520	86899837	W	107520	RT @jepaiam: @kateesackhoff Hey Katee, can you tell me what purse you're wearing here?	False	0.0007972233003272766	False
78065	62514781	W	78065	Ya votaste #MejorConductora #PremiosTVyNovelas?	False	0.0007972914903945361	False
84808	30328617	W	84808	What a cracking start to the week: the sun is shining, the birds are singing…   What is everyone training today?	False	0.0008029091042964787	False
88505	30174049	W	88505	Would YOU rely on an APP to help you decide if you should end a relationship?	False	0.0008038960408435214	False
48734	12913141	W	48734	Any good ones?	False	0.0008060686134200301	False
68596	66833072	W	68596	Are they trying to get molestation claims in without Casey having to testify?	True	0.0008079828699588676	False
75333	62514781	W	75333	Entra a mi SnapChat: MaityInteriano para que veas todo lo que hicimos, verdad @lekathebest?	False	0.0008081671151297654	False
140715	95717050	W	140715	Will you help grant her bday wish?	False	0.0008090161183352818	False
79242	62514781	W	79242	Que como la pasamos en la boda de @satchapretto y Aaron?	False	0.0008092936337290579	False
43172	12913141	W	43172	Which hotels round out the top 5?	False	0.0008115499893475153	False
106877	86899837	W	106877	RT @wingmanpetcare: @kateesackhoff is this you?	False	0.0008116419867869595	False
119059	8009768	W	119059	Did you miss Elizabeth May's speech to the Economic Club of Canada on September 30th?	True	0.0008128296819536196	False
64314	66833072	W	64314	Weigh in on this tragedy and tell me what you think?	False	0.0008143968814832148	False
64308	66833072	W	64308	So was this an accident?	False	0.0008152100075371482	False
88868	36013471	W	88868	Reluctant Apostles Update: Click here: http://bit.ly/RAUpdate Who will end up with this signed guitar?	False	0.0008163727898098383	False
69287	66833072	W	69287	Did cops do everything they could to find Jenna Lord, who vanished in Camden, New Jersey?	True	0.000819434735522595	False
67518	66833072	W	67518	Do you have fun videos or photos of your pets?	True	0.0008197636792661722	False
145135	50380881	W	145135	What could be better than meeting Billie Jean King?	False	0.0008206896941890252	False
84081	30328617	W	84081	After the Arnold, Steve and myself will be taking a little tour to Barcelona to visit a few people and do some appearances...  Who is going to come and see us at the Optimum Nutrition booth and on the Spanish leg of the #TrueStrengthTour?!?	False	0.0008207658968257814	False
103411	20107168	W	103411	Feeling sassy?	False	0.0008225513530968342	False
79969	62514781	W	79969	Les gusta?	False	0.0008240612856507123	False
78773	62514781	W	78773	Y tu?	False	0.0008241605241250394	False
106975	86899837	W	106975	Really!?	False	0.0008244006882810462	False
67293	66833072	W	67293	Should the death of 6 year old max shacknai be investigated as a homicide now that a private investigator has found new evidence?	True	0.0008246890921174144	False
67226	66833072	W	67226	Do they know what happened?	True	0.0008248081896531367	False
66537	66833072	W	66537	Do you think Jodi will seek a last-minute plea deal?	True	0.0008249264008984847	False
68486	66833072	W	68486	Plus, Jane wants to know: Who do you think has the most outrageous scandal?	False	0.0008268438005408774	False
86868	30174049	W	86868	Have you seen this woman or her car?	False	0.0008286528266713278	False
68730	66833072	W	68730	Preparing for a royal divorce before the wedding bells begin to ring!?	False	0.0008292084208703088	False
49987	28370286	W	49987	Secondly, it's also #NationalCatDay, AND what better way to celebrate this day than contributing with Kitt Crusaders?	False	0.0008310162802911414	False
107278	86899837	W	107278	RT @kateefan: is the weather really so crazy?	False	0.0008320278565775441	False
108216	86899837	W	108216	RT @happykt: @kateesackhoff how old is your niece?	False	0.0008328053086085196	False
69209	66833072	W	69209	TONIGHT: Was this man posing as a woman he recently raped?	False	0.0008335039077141948	False
79064	62514781	W	79064	Sufriste al dejar a tu hijo en la universidad?	False	0.0008347392685329469	False
100684	75738195	M	100684	Why did she tell one lie after another about where Caylee was?	False	0.0008355353499955864	False
15993	11139544	W	15993	Who deserved to go home?	False	0.0008356213984538341	False
79123	62514781	W	79123	Quien es mi favorito en miraquienbaila?	False	0.0008366246937994148	False
63774	66833072	W	63774	If this had been a middle-aged white couple in a luxury car, would this have gone differently?	False	0.0008377365159656369	False
48015	12913141	W	48015	wgn @ 5:  Person of Interest in murder of Evanston teen...Evergreen Park teachers may hit picket line next week...Why renewing search for Hoffa...Jimmy John's leaving Chicago?	False	0.0008389468457860039	False
139293	95717050	W	139293	This was a fun shoot - what do you guys think?	False	0.000841405031496878	False
144859	50380881	W	144859	What do you think?	False	0.0008414635452358432	False
13566	73963222	W	13566	Do you remember this episode?	True	0.0008417336986296098	False
13211	73963222	W	13211	Any Dodgers fans out there?	False	0.0008418732996315903	False
83779	30328617	W	83779	This was a tough day at the office but I have a day off the weights tomorrow where I will get some treatment and let my body rest up...  What have you trained today and how did it go?!?	False	0.0008430675191425374	False
68566	66833072	W	68566	How will Jose Baez handle the claims he made in his opening statements?	False	0.0008431497691357981	False
75290	62514781	W	75290	"¿Les mando ""kisses"" o ""besos""?"	False	0.0008440581997172236	False
145538	50380881	W	145538	"Andre Agassi of the Philadelphia Freedoms said, ""How can you say no to Billie?"	False	0.0008463248705734561	False
67999	66833072	W	67999	Do you have questions or comments about the missing firefighter in Maine or the daycare murder trial?	True	0.0008478631024060324	False
79608	62514781	W	79608	Que paso en los ensayos de #PremiosOye con @CristianCastro @bandaRecoditoss y #Fey?	False	0.0008479552004249102	False
32718	84963110	W	32718	Any preferred songs that you guys want to hear?	False	0.0008481080080727788	False
63604	66833072	W	63604	Why?	False	0.0008482157311368033	False
78097	62514781	W	78097	Ya votaste hoy por tu #MejorConductora?	False	0.000848393241562051	False
48577	12913141	W	48577	Can u guess how police got it back?	False	0.0008497096400305049	False
49090	28370286	W	49090	What do you say?	False	0.0008498586452849732	False
77551	62514781	W	77551	Que tal los titulares de los periódicos de hoy en #Brasil!?!?	False	0.0008519910101612016	False
68589	66833072	W	68589	Was Casey Anthony's entire defense story about Caylee's accidental drowning borrowed from another inmate at her jail!?	True	0.000852737698062267	False
68400	66833072	W	68400	What do YOU think?	False	0.0008535273573316848	False
85120	30328617	W	85120	?	False	0.0008569445768542572	False
84403	30328617	W	84403	How have you started your week of training?!?	False	0.0008579007540289174	False
144858	50380881	W	144858	What are your memories from the special ceremony?	False	0.0008585128872704573	False
110938	86899837	W	110938	RT @allfookeduptoo: @kateesackhoff @trutriciahelfer what doesn't?	False	0.0008594860496435874	False
69114	66833072	W	69114	Are cops any closer to finding this monster?	True	0.0008611770040795053	False
69290	66833072	W	69290	So why was this monster released so quickly just so he could attack again?	False	0.0008627419956552806	False
84339	30328617	W	84339	What's the coolest thing about my job?!?	False	0.0008645350895379877	False
68601	66833072	W	68601	Has the prosecution proved its case?	False	0.0008681248797653973	False
107064	86899837	W	107064	RT @MyNameIsJohnson: @kateesackhoff did you play and #DnD with Vin Diesel?	False	0.0008704322176220636	False
14408	73963222	W	14408	RT @mlbonfox: Who's excited for @TheXFactorUSA ?	False	0.0008714021795406257	False
64839	66833072	W	64839	Was Dino Guglielmelli jealous of his wife's enormous success as a skincare guru?	True	0.0008732859038554919	False
68890	66833072	W	68890	What's up with stepmom Terri?	False	0.0008748078863860531	False
37876	92735495	W	37876	😘😍❤️ You think he loves me???	False	0.0008758500336821795	False
66864	66833072	W	66864	Do you have comments or questions about the search for 2 missing Iowa cousins?	True	0.0008760942755380308	False
67945	66833072	W	67945	What do you think?	False	0.0008761453415278009	False
48592	12913141	W	48592	Can you guess for what?	False	0.0008783409529107278	False
38149	92735495	W	38149	Whose In?	False	0.0008786775192559659	False
78689	62514781	W	78689	Y tú, ya estás listo?	False	0.0008788391684696473	False
110311	86899837	W	110311	"""@Taragel: @kateesackhoff And when do you start filming Longmire?"	False	0.0008789622429606903	False
88327	30174049	W	88327	If you're following the high-profile Drew Peterson murder trial, what you think?	False	0.0008791439091337949	False
78301	62514781	W	78301	"Quienes andan ya por acá con los ojos ""arenosos"" del desvelo , madrugada o ambos?"	False	0.0008808534767599241	False
83492	30328617	W	83492	Check out this Tricep Circuit from my morning workout... What do you think?!?	False	0.0008825831095684578	False
63827	66833072	W	63827	Who killed Hiawayi and why?	False	0.00089177600480983	False
13962	73963222	W	13962	Who knew that the gorgeous, phenomenally talented Kelly Clarkson would say 'yes' to a duet w/ Jimmy Fallon?	False	0.0008919107029097262	False
84884	30328617	W	84884	Who wants to see the workout?!?	False	0.0008942567734135931	False
84955	30328617	W	84955	?	False	0.0008945330088280246	False
140883	95717050	W	140883	RT @VJusticeTeamBoy @VictoriaJustice What can i do, that u read this : http://tl.gd/86k1v5 ?	False	0.0008979478443497113	False
62115	66833072	W	62115	Hint?	False	0.00089933173540091	False
67163	66833072	W	67163	Want to talk to Jane?	False	0.0008993545316876572	False
141216	95717050	W	141216	"Haha, thank you ""@ImEsleeLovato: @VictoriaJustice can I get a hello ?"	False	0.0009015890966342921	False
74668	62514781	W	74668	¿En que he andado estas últimas 24 horas?	False	0.0009027027921517661	False
107199	86899837	W	107199	What?	False	0.000904520761308536	False
40168	92735495	W	40168	Whose coming to my conference May 22-23 right here in Atlanta?????	False	0.000905041661737882	False
139740	95717050	W	139740	How cute is this pic?	False	0.0009082074619044533	False
83902	30328617	W	83902	This session was brutal and I really felt it in my chest: give it a try on your chest day and let us know how you get on...  How was your workout today?!?	False	0.0009100012922965695	False
27016	91933889	W	27016	Noi ci siamo, e voi?	False	0.0009118537239746205	False
68829	66833072	W	68829	"Zero Tolerance"" former judge finally pay for his crimes!?"	False	0.0009153468158556999	False
64509	66833072	W	64509	Does this image inspire or scare you?	True	0.0009163961905107598	False
83891	30328617	W	83891	Had a great Back & Biceps workout with Rob Riches today... Who wants to see what we did?!?	False	0.0009188222846047145	False
85536	30328617	W	85536	That means smashing the SS3T Isolation Legs today... who wants to see the workout?!?	False	0.0009201133031094821	False
83062	30328617	W	83062	Who wants to see a little video of what we got up to this afternoon?	False	0.0009215655495146136	False
14401	73963222	W	14401	what did you guys do this weekend?	False	0.0009227433775770288	False
83678	30328617	W	83678	💪🏻 Last session of the week: Fat Arm Friday... Who else is training arms?	False	0.0009249865233282861	False
145029	50380881	W	145029	"If you were in charge, what other ""green"" programs would you put in place?"	False	0.0009254844015506025	False
48327	12913141	W	48327	What do you think about that?	False	0.0009265074327552414	False
50025	28370286	W	50025	I'm excited can we do this????	False	0.0009272480352477963	False
78458	62514781	W	78458	Que paso durante mi visita al set #22JumpStreet con @channingtatum y #JonahHill?	False	0.0009294394677167306	False
49379	28370286	W	49379	Be careful what you dream for… (specially around Gideon) :P What did you guys think of last night's episode?	False	0.0009307686995256859	False
145361	50380881	W	145361	What do you think the game of tennis and sports in general would be like if Billie Jean King had lost?	False	0.0009310895968219768	False
88204	30174049	W	88204	Can you help me think of good places to take them?	False	0.0009321374235101709	False
78127	62514781	W	78127	Ya votaste para #MejorConductora #PremiosTVyNovelas?	False	0.0009350754175455611	False
63441	66833072	W	63441	BREAKING NEWS: SICK SEXUAL SADISTS RUN WHICH U.S. GOVERNMENT PROGRAM?	False	0.0009361369063952685	False
49489	28370286	W	49489	Have you seen it yet?	False	0.0009364701536480613	False
68751	66833072	W	68751	"When peer pressure and popularity contests go global… can keeping up with the ""in crowd"" drive your children into depression!?"	False	0.0009377752772196102	False
68931	66833072	W	68931	Was this online social networking site more important than her precious 1-year old-boy?	True	0.0009392422787738441	False
50882	86681299	W	50882	What do people wear to these things!?	False	0.0009429781622306566	False
110756	86899837	W	110756	RT @SethGreen: It got wild- do you remember at all?	False	0.0009436101244335582	False
15728	11139544	W	15728	Random Acts of Modeling: Watchoo sayin'?	False	0.0009451410872817201	False
145357	50380881	W	145357	Who will you be rooting for?	False	0.0009469509361308415	False
129974	82700793	W	129974	When the fear of being shot becomes a reality....  **What's a parent to do in Chicago when your kids can't go outside?	False	0.0009475859358424321	False
76399	62514781	W	76399	Cuantos de ustedes la vieron?	False	0.0009484170395530622	False
107917	86899837	W	107917	RT @dieseliam: @kateesackhoff how you doing?	False	0.0009490499557119891	False
14660	73963222	W	14660	How are you all doing?	False	0.0009500570846312506	False
83117	30328617	W	83117	Want a good workout?!?	False	0.0009505539495133775	False
80500	62514781	W	80500	"Debieron retirar del intenert el video de ""Los Ninos Incomodos""?"	False	0.000951189098281624	False
79918	62514781	W	79918	Que tal?	False	0.0009518262783606568	False
68283	66833072	W	68283	Will they do it?	False	0.0009529726196526589	False
91232	3282887	W	91232	"[Show Girl Diary][Theatre] Saying yes to reprising The Little Mermaid in @panproductionskl original work of ""Always In Wonderland?"	False	0.0009565163620948169	False
48493	12913141	W	48493	AND...Who is the highest paid actress on TV?	False	0.0009579027709908372	False
63808	66833072	W	63808	Do you think an impartial jury is possible?	True	0.0009588019951909388	False
84356	30328617	W	84356	Solid start to the week...  How about you?	False	0.0009589405906756943	False
69204	66833072	W	69204	TONIGHT: Why is Cindy giving away her granddaughter's clothes and why is this charity now getting death threats?	False	0.0009612694719307591	False
68512	66833072	W	68512	Did a key witness for the prosecution make a huge mistake on the stand?	True	0.0009667236841095495	False
68111	66833072	W	68111	What do you think about this case?	False	0.0009683289004732698	False
144799	50380881	W	144799	What's your favorite response?	False	0.0009685434172275187	False
14459	73963222	W	14459	xoP RT @notw143: @PaulaAbdul did you know a kangaroo cant jump unless it's tail is on the ground?	False	0.0009778335820161965	False
13771	73963222	W	13771	Recognize the little executive in the video?	False	0.0009802569774071124	False
63822	66833072	W	63822	Is Jesse Matthew connected to a 2009 murder?	True	0.0009804538211433123	False
65265	66833072	W	65265	We first brought you the story about Detroit's stray dogs back in September but now we have to ask, what's happening to these creatures given the recent bitter, cold temperatures?	False	0.0009866652368719642	False
83498	30328617	W	83498	What's the best thing you've eaten this weekend?!?	False	0.0009885446690462985	False
144627	50380881	W	144627	Want to meet Billie Jean King and attend the 2012 US Open Tennis Championships in her personal suite?	False	0.0009888914534590398	False
69455	66833072	W	69455	Could a new international whale hunting agreement actually increase the amount of whale hunting and put the world's whale population in jeopardy?	False	0.0009893371900359105	False
